id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date
991,381257,6,2.0,2629,0,2.0,0,4,5,7,2622,7,1926,1975,98006,47.813707,0.0,2428,0,20230410T000000
992,43739,2,3.1,1552,15893,2.5,0,3,1,8,1522,30,1917,0,98004,47.416173,0.0,1508,18644,20230807T000000
993,312923,1,1.1,0,10574,3.0,0,1,4,6,0,0,1912,0,98003,47.252549,0.0,0,10988,20230414T000000
994,247702,2,3.1,3087,15077,2.5,0,1,2,9,2282,805,2006,0,98005,47.469717,0.0,3535,12434,20231028T000000
995,199756,2,1.9,2608,24453,1.5,0,0,5,6,2008,600,1900,0,98004,47.357077,0.0,2290,25602,20230407T000000
996,307834,1,1.2,605,9474,1.0,0,0,2,7,503,102,2001,2019,98006,47.232332,0.0,691,7946,20231112T000000
997,619652,1,2.8,1513,0,2.0,0,0,1,6,1436,77,1984,0,98003,47.527834,0.0,1486,0,20230722T000000
998,446126,5,1.7,3254,35444,1.5,0,2,4,8,2997,257,1933,1978,98005,47.357944,0.0,3690,31068,20230121T000000
999,264323,5,2.2,3158,5027,2.5,1,1,2,6,3015,143,1912,0,98001,47.375057,0.0,2860,4752,20230717T000000
1000,435887,1,1.2,2750,4409,1.0,0,3,1,4,2684,66,2008,0,98005,47.530685,0.0,2346,4570,20230422T000000
1001,559903,6,1.4,1859,26037,1.5,0,4,3,7,1736,123,2014,0,98003,47.193365,0.0,1899,24303,20230529T000000
1002,488695,3,1.9,2066,11155,2.0,0,1,2,7,1608,458,2004,2008,98004,47.151686,0.0,2073,10942,20230831T000000
1003,358944,5,1.3,1895,14366,1.0,0,1,4,8,1488,407,1950,0,98001,47.634174,0.0,1786,11764,20230702T000000
1004,252959,3,3.7,2902,19827,1.5,0,1,2,7,2338,564,1986,0,98003,47.113833,0.0,3091,20776,20231011T000000
1005,454733,6,1.0,1299,25835,1.5,0,0,2,6,1027,272,1900,0,98006,47.304664,0.0,1088,27457,20231203T000000
1006,409022,1,2.5,1355,11665,2.0,0,2,1,6,1049,306,1986,0,98003,47.140032,0.0,1421,9795,20231204T000000
1007,484278,6,1.4,2808,30199,1.0,0,3,5,10,2599,209,2020,2022,98005,47.402773,0.0,2484,33643,20231029T000000
1008,445275,5,1.9,1964,0,2.5,0,0,5,6,1394,570,1927,0,98006,47.585612,0.0,1672,0,20231027T000000
1009,507432,2,3.8,3102,22597,1.5,0,2,2,8,2849,253,2022,0,98002,47.522468,0.0,3610,22504,20230330T000000
1010,269714,1,1.5,1462,6604,2.5,0,1,4,7,1384,78,1931,0,98002,47.978375,0.0,1438,6743,20230810T000000
1011,547609,4,3.9,1956,28722,1.5,0,2,4,8,1407,549,1971,2006,98001,47.717383,0.0,2162,28756,20230905T000000
1012,379639,3,1.6,1262,16420,1.5,0,0,1,7,906,356,1954,0,98003,47.313768,0.0,1054,13489,20230626T000000
1013,661289,6,3.2,2005,8270,1.0,0,1,2,7,1575,430,1925,0,98004,47.260589,0.0,1650,9047,20230428T000000
1014,246621,1,2.6,817,21628,1.0,0,0,2,5,622,195,1913,1944,98001,48.041338,0.0,815,21730,20230623T000000
1015,610394,6,3.7,1609,23931,2.0,0,3,5,7,1406,203,1987,0,98006,47.712514,0.0,1490,20799,20230807T000000
1016,379686,1,2.7,850,21418,1.0,0,1,1,7,767,83,2011,2022,98001,47.617874,0.0,681,22966,20230806T000000
1017,252287,5,2.6,2555,4703,1.5,1,2,3,7,2274,281,1992,0,98005,47.51497,0.0,2231,5069,20231115T000000
1018,277417,5,1.6,2573,10159,2.0,0,0,4,8,2076,497,1967,0,98006,47.554704,0.0,2283,8994,20230318T000000
1019,301947,5,1.5,615,14959,1.5,0,4,4,7,522,93,1962,0,98004,47.203585,0.0,562,16733,20230329T000000
1020,413624,6,3.7,3067,14587,1.0,0,2,2,6,2735,332,1981,1999,98003,47.531408,0.0,3530,14333,20230319T000000
1021,428425,4,2.0,3997,22497,2.0,0,2,1,8,2941,1056,1913,1914,98006,47.514246,0.0,3870,19622,20230720T000000
1022,263944,5,2.1,2036,0,2.5,0,1,3,7,1565,471,1926,0,98003,47.319172,0.0,2182,0,20230305T000000
1023,346346,1,3.3,1487,18343,1.0,0,2,4,7,1438,49,1940,0,98003,47.392295,0.0,1200,19052,20230104T000000
1024,671340,5,2.0,4259,12100,1.0,0,0,1,6,3418,841,2010,0,98001,47.803035,0.0,4793,10504,20230324T000000
1025,609131,2,3.9,944,6614,3.0,0,4,3,8,887,57,1902,0,98005,47.474965,0.0,845,7599,20230712T000000
1026,415448,5,3.2,2016,7575,1.0,0,3,2,7,1562,454,1993,0,98001,47.914234,0.0,1862,8649,20230106T000000
1027,355700,6,2.8,2143,12854,3.0,0,4,5,9,1526,617,1958,1977,98002,47.151864,0.0,1753,14582,20230712T000000
1028,368004,4,3.6,3076,0,1.0,0,0,4,7,2614,462,1999,2022,98002,47.395574,0.0,2964,0,20230805T000000
1029,442027,2,1.1,2287,7987,2.5,0,1,4,6,2213,74,1922,1949,98003,47.190544,0.0,2609,9024,20231213T000000
1030,196581,6,1.8,1601,6241,1.5,0,0,3,7,1514,87,1917,0,98005,47.258116,0.0,1523,7101,20230122T000000
1031,311393,6,2.4,1239,20327,2.5,0,2,5,8,961,278,2009,2022,98006,47.334359,0.0,1441,24364,20230525T000000
1032,99712,6,1.7,1726,6944,1.5,0,1,1,6,1679,47,2010,2022,98003,47.563062,0.0,1979,8215,20231012T000000
1033,409883,1,3.2,1194,12848,2.0,0,3,2,7,1007,187,2003,0,98006,47.553365,0.0,984,12245,20230525T000000
1034,447079,6,3.8,2038,30422,1.0,0,3,1,8,1456,582,1973,1993,98003,47.364142,0.0,1879,26749,20230102T000000
1035,277522,1,2.3,1548,24943,1.5,0,0,3,8,1096,452,2019,0,98001,47.05444,0.0,1802,22872,20231015T000000
1036,586098,6,2.0,804,24022,2.0,0,2,4,6,679,125,1975,0,98003,47.795539,0.0,652,23971,20231225T000000
1037,166135,3,3.9,3004,10001,2.0,0,3,4,7,2595,409,2016,0,98003,47.442847,0.0,3323,11222,20230813T000000
1038,130343,2,2.3,1601,20430,2.5,0,4,1,7,1159,442,1940,0,98005,47.276742,0.0,1861,22252,20230802T000000
1039,383667,3,2.5,985,12661,1.5,0,1,2,8,962,23,1907,0,98005,47.554986,0.0,1091,14118,20230615T000000
1040,507064,6,2.1,1865,13039,2.5,0,4,3,6,1707,158,1931,1977,98006,47.540889,0.0,2046,12412,20230521T000000
1041,602589,2,3.7,2054,19096,1.5,0,3,2,7,1931,123,1980,0,98005,47.435465,0.0,2336,17162,20231113T000000
1042,281167,2,2.7,602,9030,3.0,1,3,3,7,526,76,1940,0,98003,47.529706,0.0,641,7311,20230305T000000
1043,511802,4,3.3,2265,29930,3.0,0,0,2,6,2036,229,1944,0,98005,47.268994,0.0,2195,31440,20231129T000000
1044,344223,3,3.4,1162,13398,1.5,0,0,1,8,948,214,1977,0,98005,47.651983,0.0,958,14979,20230731T000000
1045,324105,4,2.0,3368,21183,2.5,0,1,5,8,3043,325,2000,0,98004,47.300627,0.0,3755,24480,20231016T000000
1046,482548,2,2.3,2419,29556,2.5,0,0,3,9,2403,16,1908,0,98004,47.378886,0.0,2811,29275,20230408T000000
1047,447848,1,3.5,1680,25316,1.5,0,2,1,8,1502,178,2020,2022,98002,47.62976,0.0,1687,29646,20230615T000000
1048,113541,2,2.1,1403,910,2.0,0,1,4,7,1125,278,2021,0,98001,47.740792,0.0,1421,801,20230506T000000
1049,571481,4,3.4,1916,19448,1.0,0,2,4,8,1505,411,1989,0,98001,47.817155,0.0,1841,19559,20230606T000000
1050,557013,3,3.8,2490,23507,2.5,0,0,2,7,2462,28,1947,1993,98005,47.71116,0.0,2845,20815,20230907T000000
1051,256165,6,2.9,1979,23918,1.0,1,1,4,6,1495,484,2014,0,98002,47.435186,0.0,1594,20933,20230302T000000
1052,409370,6,3.2,1826,3867,1.0,0,3,5,6,1719,107,1923,0,98002,47.191793,0.0,1916,4568,20230201T000000
1053,424104,3,3.4,2046,8429,1.5,0,4,3,7,1717,329,1986,2022,98006,47.781011,0.0,2379,9500,20231001T000000
1054,389101,6,3.5,1516,24945,2.0,0,3,2,7,1263,253,1994,2007,98004,47.774139,0.0,1275,20073,20231028T000000
1055,267454,6,2.2,1725,7382,2.5,0,2,3,7,1594,131,2002,0,98002,47.365605,0.0,2041,6698,20230121T000000
1056,249256,4,1.2,331,12003,3.0,0,3,3,7,246,85,1943,0,98003,47.684238,0.0,392,10587,20230112T000000
1057,346166,3,2.2,2778,30758,1.5,0,3,1,9,2333,445,1957,0,98006,47.433564,0.0,3255,26416,20230901T000000
1058,525909,5,3.0,2239,14522,1.0,0,4,4,5,1591,648,1965,0,98005,47.800255,0.0,2205,15668,20230413T000000
1059,431540,1,2.4,1381,7732,2.0,0,4,3,8,1244,137,2013,0,98003,47.397027,0.0,1316,7938,20231003T000000
1060,294407,1,3.2,3518,6223,2.0,0,3,5,8,2524,994,1917,0,98001,47.89573,0.0,3807,6108,20230107T000000
1061,465754,6,2.1,2069,18327,1.5,0,4,5,8,1502,567,1979,1989,98004,47.657224,0.0,1918,16050,20231213T000000
1062,0,1,2.9,1171,1668,1.5,0,3,4,6,1116,55,1928,0,98003,47.859509,0.0,968,1519,20230510T000000
1063,522314,3,1.6,2685,12526,2.0,0,1,4,7,2236,449,1974,1980,98005,47.407241,0.0,3116,11805,20231026T000000
1064,89042,3,3.2,2318,18332,1.5,0,3,2,7,1762,556,1901,0,98003,47.581006,0.0,2443,20425,20230407T000000
1065,295633,2,2.6,2315,27991,2.0,0,0,2,7,2032,283,1977,0,98003,47.306144,0.0,2043,33468,20231004T000000
1066,182049,2,1.6,1659,21675,2.0,0,4,2,6,1419,240,1967,0,98002,47.668798,0.0,1339,18935,20231012T000000
1067,155797,1,1.9,2360,7859,2.5,0,4,4,7,1942,418,2002,2014,98004,47.679808,0.0,2570,7360,20231015T000000
1068,524124,5,3.2,1790,26784,2.0,0,2,3,6,1739,51,1997,2000,98001,47.979405,0.0,2042,24429,20230622T000000
1069,279844,2,2.4,2444,12004,1.5,0,2,1,7,2260,184,2016,0,98005,47.596408,0.0,2351,9814,20231128T000000
1070,401975,2,1.6,476,2642,2.5,0,0,2,8,354,122,2009,0,98006,47.644819,0.0,396,2345,20230724T000000
1071,342961,3,3.9,1652,13279,2.0,0,4,1,8,1439,213,1938,0,98006,47.405834,0.0,1750,15412,20230413T000000
1072,421556,5,3.1,3377,29381,1.5,0,4,5,7,2453,924,1972,0,98005,47.608276,0.0,3102,33410,20230423T000000
1073,361523,6,3.9,1386,16652,2.0,0,2,4,6,1071,315,2003,0,98001,47.424022,0.0,1188,14437,20231226T000000
1074,157551,1,2.3,1516,15125,1.5,0,2,5,7,1475,41,1940,0,98005,47.523172,0.0,1522,14315,20230511T000000
1075,499440,2,2.4,1641,31372,2.5,0,3,2,7,1376,265,1970,0,98002,47.534903,0.0,1629,28997,20230208T000000
1076,275936,5,3.7,1028,686,1.5,0,4,3,5,994,34,2014,0,98006,47.429539,0.0,1034,589,20231103T000000
1077,116512,5,2.6,233,2144,2.0,0,4,2,7,174,59,1980,0,98006,47.512589,0.0,263,2248,20230108T000000
1078,285782,1,3.1,1815,0,1.0,0,3,1,6,1382,433,2021,0,98003,47.424941,0.0,1803,0,20230215T000000
1079,575113,5,1.8,2108,18726,1.5,0,4,2,6,1698,410,1986,0,98002,47.424054,0.0,2445,18179,20230713T000000
1080,477533,5,2.3,1957,16664,3.0,0,0,3,6,1584,373,2008,2022,98006,47.715333,0.0,2224,19033,20230106T000000
1081,297702,5,1.4,1884,30427,2.5,0,2,3,5,1740,144,1974,0,98002,47.535083,0.0,1997,31883,20230227T000000
1082,297611,2,1.6,2034,17434,1.0,0,2,4,7,1789,245,1921,1943,98002,47.569413,0.0,1673,15755,20230618T000000
1083,301754,1,1.0,2818,10958,1.5,0,2,4,6,2440,378,1981,0,98001,47.208539,0.0,3229,10404,20230502T000000
1084,661512,5,1.1,1847,15017,1.5,0,1,3,8,1626,221,1948,0,98006,47.584692,0.0,2146,12915,20230906T000000
1085,407290,5,3.9,1540,16177,2.0,0,0,3,7,1416,124,1927,1976,98004,47.606085,0.0,1463,16768,20230726T000000
1086,414506,2,1.7,1775,0,2.0,0,0,1,6,1717,58,1915,0,98001,47.420332,0.0,1793,0,20230425T000000
1087,504542,1,3.0,2463,42103,2.0,0,3,2,5,2030,433,2005,0,98001,47.917006,0.0,2247,48337,20230827T000000
1088,385818,3,3.5,3129,20198,2.0,0,1,4,7,2944,185,1967,0,98002,47.042155,0.0,2521,23072,20230223T000000
1089,311143,2,2.7,1497,17100,2.5,0,4,1,8,1270,227,1961,1973,98004,47.656873,0.0,1484,19404,20230317T000000
1090,320547,1,1.5,2079,21151,1.5,0,0,2,9,1905,174,1935,1984,98001,47.642561,0.0,1770,21565,20230618T000000
1091,339259,5,3.2,2270,22094,1.0,0,1,4,7,2184,86,1921,1934,98004,47.608317,0.0,1982,23437,20230217T000000
1092,344416,1,2.8,1205,13594,2.0,1,1,1,7,855,350,1910,1951,98006,47.535243,0.0,1195,15092,20230812T000000
1093,459144,1,3.2,2016,8687,3.0,0,0,5,8,1741,275,1984,0,98002,47.610136,0.0,2311,7268,20230311T000000
1094,357791,6,3.3,827,20994,2.0,1,3,5,6,824,3,2020,0,98001,47.673635,0.0,941,19319,20230604T000000
1095,459896,1,3.9,584,18857,2.0,0,1,4,7,495,89,2003,2022,98004,47.354822,0.0,692,16361,20230216T000000
1096,337892,3,2.7,2293,6901,2.0,0,2,1,9,2199,94,2004,2022,98005,47.559839,0.0,2277,6932,20231006T000000
1097,361795,1,2.0,1692,29190,2.5,0,1,2,8,1278,414,1979,0,98001,47.463337,0.0,1727,33132,20230721T000000
1098,50269,3,2.9,2161,17933,1.5,0,4,2,8,1904,257,1941,1988,98001,47.281246,0.0,2439,16001,20230522T000000
1099,487449,5,1.2,1985,22298,1.5,1,0,1,8,1907,78,1954,0,98001,47.643434,0.0,2143,24357,20231113T000000
1100,401973,3,3.7,1218,28919,3.0,0,4,5,8,1010,208,1972,0,98004,47.387128,0.0,1063,27829,20230506T000000
1101,499701,5,1.4,1963,15218,2.5,0,3,1,7,1660,303,1934,0,98003,47.200428,0.0,1883,17671,20231128T000000
1102,0,5,2.0,1013,18169,1.5,0,2,5,6,734,279,1956,0,98006,47.392178,0.0,1186,19090,20230602T000000
1103,663256,3,3.4,3112,23100,1.5,0,0,5,7,2217,895,1933,1966,98001,47.34022,0.0,2671,27503,20230306T000000
1104,329061,2,2.8,915,7751,1.5,0,1,2,6,769,146,1972,1973,98005,47.705696,0.0,808,6962,20230406T000000
1105,516227,4,2.2,1843,15540,1.0,0,2,4,7,1756,87,1976,0,98005,47.530639,0.0,1769,18175,20230630T000000
1106,194014,1,2.4,1166,16255,3.0,0,1,3,6,1141,25,1969,2001,98002,47.776477,0.0,1371,15325,20231228T000000
1107,441916,6,3.6,2456,5439,1.5,0,3,1,7,2204,252,1903,0,98003,47.366689,0.0,2076,5704,20230627T000000
1108,191987,4,2.0,1734,38176,2.5,0,0,5,6,1643,91,1945,0,98003,47.674834,0.0,1853,33205,20230509T000000
1109,256434,1,3.6,1585,927,1.0,0,3,1,6,1458,127,1991,0,98004,48.067925,0.0,1351,1023,20230208T000000
1110,637104,1,1.3,2682,2018,2.0,0,3,4,7,2441,241,1910,1932,98002,47.571206,0.0,2708,2404,20231027T000000
1111,321397,5,3.3,2023,28142,1.0,0,3,4,8,1882,141,1997,0,98004,47.67233,0.0,2052,31377,20231227T000000
1112,382614,1,3.5,2413,22132,2.0,0,3,3,7,2054,359,1960,0,98002,47.638704,0.0,1971,23157,20231216T000000
1113,480510,6,1.5,1214,4740,2.0,0,1,3,7,1016,198,2021,0,98006,47.215585,0.0,1434,4641,20230513T000000
1114,424352,1,2.3,876,21072,2.0,0,4,5,7,655,221,1934,0,98003,47.617163,0.0,983,19767,20230419T000000
1115,372562,3,1.5,2085,29678,1.0,1,1,3,9,1987,98,1968,0,98006,47.561291,0.0,1920,28716,20230313T000000
1116,404744,4,3.1,1744,14697,1.5,0,2,5,6,1244,500,1956,0,98004,47.448051,0.0,1486,13687,20230727T000000
1117,710512,3,2.6,2501,40988,1.0,0,3,2,9,1951,550,2002,0,98002,47.323193,0.0,2346,46442,20230306T000000
1118,341357,6,2.9,1936,0,1.5,0,2,5,6,1657,279,1910,0,98003,47.638797,0.0,2241,0,20230829T000000
1119,380164,1,1.6,2164,21938,2.0,0,1,3,5,2145,19,1911,0,98003,47.305519,0.0,1846,25883,20230320T000000
1120,507598,6,1.6,701,26665,2.0,0,3,1,7,655,46,1942,1947,98001,47.926729,0.0,658,25794,20230329T000000
1121,515828,5,1.1,3510,23913,2.0,0,1,3,7,2845,665,1918,0,98004,47.522834,0.0,3502,24355,20230627T000000
1122,528054,3,2.0,1868,12956,2.0,0,3,4,6,1707,161,1976,0,98001,47.255339,0.0,1518,13354,20230919T000000
1123,445809,3,2.7,2558,12095,1.5,1,1,3,7,2505,53,1967,1990,98003,47.397201,0.0,2320,12825,20230307T000000
1124,178549,2,3.6,1331,19441,1.5,0,0,2,7,1146,185,1977,0,98004,47.444373,0.0,1381,15571,20231121T000000
1125,595014,1,3.0,2246,23157,1.0,0,4,5,6,1883,363,2007,2022,98004,47.982475,0.0,2087,26331,20230415T000000
1126,178048,5,2.3,957,21024,2.5,1,4,4,8,828,129,1958,0,98006,47.323082,0.0,1098,19074,20230408T000000
1127,395395,3,3.9,2361,25400,2.0,0,3,5,8,1873,488,1901,0,98005,47.476757,0.0,2773,25117,20230406T000000
1128,236858,3,3.2,1715,4811,1.0,0,0,5,8,1667,48,1907,1943,98002,47.392434,0.0,1674,5468,20230215T000000
1129,340379,5,3.8,2023,12722,1.0,0,2,3,6,1899,124,1921,0,98005,47.599852,0.0,2048,15250,20230131T000000
1130,399314,6,2.6,2558,5599,2.5,1,0,1,6,2331,227,2014,0,98005,47.395623,0.0,2691,6259,20230723T000000
1131,398203,6,1.8,1013,11138,2.0,0,3,4,7,888,125,1976,0,98003,47.272189,0.0,1079,9021,20230528T000000
1132,413288,1,1.2,1452,25152,2.0,0,0,2,7,1438,14,1920,0,98006,47.460941,0.0,1198,23831,20230512T000000
1133,592056,2,3.2,2365,16079,1.5,0,2,2,7,1866,499,1984,2022,98002,47.440121,0.0,1942,14453,20230705T000000
1134,418030,3,1.4,3678,41068,1.5,0,3,1,8,2887,791,1991,0,98005,47.381551,0.0,4215,48692,20230708T000000
1135,313376,2,1.9,1889,16934,3.0,0,4,1,8,1459,430,1996,2022,98005,47.392238,0.0,1677,15336,20230507T000000
1136,494613,6,2.6,2472,15596,2.0,0,0,3,6,2280,192,1928,0,98004,47.736939,0.0,2555,18361,20231230T000000
1137,528420,6,2.7,1914,16061,1.5,0,4,2,6,1797,117,2000,0,98003,47.436052,0.0,2009,18871,20231024T000000
1138,165858,4,2.8,3553,8621,2.5,0,4,4,6,3123,430,1985,0,98005,47.273174,0.0,3076,9791,20231105T000000
1139,439610,1,1.5,602,14421,2.0,0,1,1,6,539,63,2021,2022,98002,47.407577,0.0,664,12102,20230328T000000
1140,455175,4,2.1,2075,26277,1.5,0,2,1,8,1669,406,1989,0,98001,47.510867,0.0,2378,21042,20230501T000000
1141,305365,4,2.9,699,16139,1.5,0,0,1,7,497,202,2022,2022,98001,47.232746,0.0,638,18036,20231128T000000
1142,556356,4,3.9,0,7065,1.0,0,4,4,8,0,0,1974,0,98003,47.825196,0.0,0,8035,20231031T000000
1143,327491,1,3.2,2237,5749,1.0,0,4,2,5,1958,279,1974,2011,98001,47.673516,0.0,1862,6811,20230515T000000
1144,368836,1,3.8,2111,10497,2.0,0,2,4,7,1992,119,2008,0,98004,47.786035,0.0,2364,9314,20231124T000000
1145,324039,5,3.3,1772,15738,1.5,0,4,4,7,1653,119,1997,0,98004,47.578426,0.0,1871,17205,20230718T000000
1146,352336,2,2.8,1915,26935,2.5,0,4,3,8,1443,472,1982,0,98002,47.081261,0.0,1978,27140,20230620T000000
1147,185558,2,1.6,4478,1595,3.0,0,4,1,7,3203,1275,2011,2022,98006,47.807067,0.0,3994,1485,20230917T000000
1148,133992,5,3.0,1793,11801,1.0,0,4,2,7,1712,81,2021,0,98003,47.327286,0.0,1693,12302,20230504T000000
1149,589175,5,2.9,2408,16443,1.5,0,1,3,9,1740,668,1936,0,98003,47.343563,0.0,2803,16760,20230830T000000
1150,222955,6,2.8,1480,0,2.5,0,1,3,7,1210,270,1977,1992,98001,47.531265,0.0,1459,0,20230312T000000
1151,201291,4,2.5,2236,6664,2.0,1,3,5,7,1628,608,1928,0,98005,47.775646,0.0,2320,6046,20230228T000000
1152,26991,5,2.6,1809,8201,2.0,0,0,1,7,1572,237,1982,0,98005,47.710657,0.0,2124,8156,20230419T000000
1153,254155,3,2.0,1671,7040,1.5,0,2,2,5,1351,320,1936,0,98006,47.681256,0.0,1648,6966,20230210T000000
1154,151536,2,2.6,3455,16918,1.5,0,3,2,7,2628,827,1920,0,98005,47.437635,0.0,3300,15578,20231013T000000
1155,596302,5,1.6,2941,13394,2.0,0,1,2,6,2583,358,1987,0,98006,47.434478,0.0,3403,12128,20230526T000000
1156,501472,3,3.4,2109,9447,3.0,0,1,1,7,1706,403,1989,0,98002,47.569189,0.0,2455,11163,20231013T000000
1157,246777,3,1.6,156,19279,1.5,0,1,2,7,117,39,2004,0,98003,47.473986,0.0,146,22073,20230221T000000
1158,687865,3,1.3,1711,32230,2.5,0,3,4,6,1557,154,2019,0,98001,47.677864,0.0,1773,36313,20230625T000000
1159,497264,6,2.3,4162,31392,1.5,0,1,4,8,3958,204,1911,0,98002,47.666024,0.0,4934,27804,20231006T000000
1160,301275,6,3.0,1815,0,3.0,0,3,1,7,1419,396,1947,0,98004,47.618268,0.0,1492,0,20230614T000000
1161,0,3,2.3,2882,20770,2.0,0,1,2,6,2178,704,1982,0,98004,46.994808,0.0,2351,23339,20231123T000000
1162,693641,6,1.8,3153,13219,1.5,0,4,5,6,2278,875,1946,0,98004,47.525598,0.0,3173,11551,20230909T000000
1163,141564,4,2.7,2175,16551,2.0,0,4,5,8,1866,309,2012,0,98006,47.478229,0.0,1993,16574,20230413T000000
1164,103190,3,2.0,1326,11017,1.5,0,0,5,7,1258,68,1993,2013,98006,47.533605,0.0,1369,9789,20230222T000000
1165,503385,4,3.8,51,16175,1.5,0,1,4,6,39,12,1914,1956,98003,47.349135,0.0,55,15386,20230912T000000
1166,715962,4,3.8,2547,16514,1.0,0,0,5,7,2134,413,1966,2010,98004,47.235043,0.0,2107,18848,20231227T000000
1167,557640,3,2.5,1348,9210,1.0,0,3,2,7,1008,340,2012,0,98006,47.592628,0.0,1554,10651,20230622T000000
1168,434586,2,2.0,2140,6036,1.5,0,0,2,6,1757,383,1912,0,98006,47.42874,0.0,1949,7235,20230908T000000
1169,439213,3,3.2,1000,10513,2.0,0,1,5,6,704,296,1958,0,98005,47.614939,0.0,952,12379,20230626T000000
1170,478012,3,1.1,1787,17342,2.0,0,3,3,8,1739,48,1972,1976,98006,47.365817,0.0,1670,18529,20230218T000000
1171,463839,6,2.4,2026,20989,1.0,0,3,5,9,1829,197,1912,1952,98004,47.783182,0.0,2301,20415,20230421T000000
1172,392178,3,2.0,2214,23533,2.5,0,4,3,7,1770,444,1979,0,98002,47.700213,0.0,1922,19369,20230729T000000
1173,365630,2,3.8,1108,10058,2.0,0,3,1,6,1068,40,2014,0,98004,47.559365,0.0,899,10493,20230905T000000
1174,340611,6,1.0,2957,17838,3.0,0,3,1,7,2232,725,1977,1991,98005,47.457342,0.0,3515,15773,20230624T000000
1175,236905,1,2.7,1522,24625,2.0,0,0,2,7,1101,421,1971,0,98004,47.670482,0.0,1814,28073,20230417T000000
1176,307898,1,3.2,660,26655,1.0,0,3,4,8,648,12,2017,2022,98001,47.57851,0.0,596,27176,20230602T000000
1177,96056,4,2.5,1912,14411,1.5,0,2,2,8,1515,397,1918,0,98005,47.547717,0.0,1536,15756,20231213T000000
1178,335249,4,1.3,2027,12790,2.0,0,4,2,8,1988,39,1956,0,98003,47.708573,0.0,2145,13677,20230604T000000
1179,201711,2,3.9,2128,16911,1.0,0,4,4,7,1896,232,2019,0,98004,47.785307,0.0,2254,15878,20230520T000000
1180,184461,5,2.6,3089,3502,1.0,0,3,2,7,3070,19,1931,0,98006,47.249518,0.0,3633,3864,20230531T000000
1181,376984,1,2.8,1810,13063,1.0,0,0,4,5,1676,134,1998,0,98002,47.289923,0.0,1664,14857,20230930T000000
1182,558800,4,1.7,1904,22445,1.5,0,4,2,6,1393,511,1986,0,98004,47.343948,0.0,1667,24636,20230213T000000
1183,487747,1,2.5,1117,21419,1.5,0,4,1,6,1067,50,1920,0,98002,47.199515,0.0,1168,23790,20230312T000000
1184,114424,2,2.3,2656,12297,1.5,0,2,3,6,1977,679,1981,0,98001,47.48745,0.0,2723,11608,20230505T000000
1185,201555,2,1.2,2147,17177,1.0,0,3,2,6,1948,199,2011,2022,98003,47.620023,0.0,2333,20225,20230601T000000
1186,491115,5,1.3,1663,6753,2.0,0,4,3,6,1413,250,1913,0,98006,47.495716,0.0,1919,6549,20231215T000000
1187,202626,5,3.5,476,22034,2.0,0,4,5,8,434,42,1979,0,98005,47.393176,0.0,487,25533,20231112T000000
1188,316305,6,1.7,3155,14221,1.5,0,4,2,5,2932,223,1923,0,98005,47.725292,0.0,2713,16256,20231105T000000
1189,432507,2,1.6,1017,12240,1.0,0,4,1,7,957,60,1948,0,98003,47.528111,0.0,1056,10400,20230808T000000
1190,204748,4,2.5,1526,11382,1.0,0,0,4,8,1450,76,2015,2022,98001,47.568597,0.0,1449,13504,20230803T000000
1191,365806,1,3.3,2286,14371,1.5,0,1,1,7,2181,105,1931,0,98001,47.730847,0.0,2242,17224,20231126T000000
1192,149896,3,1.2,1042,10521,1.0,0,2,3,8,858,184,1974,0,98004,47.475352,0.0,1233,10967,20230524T000000
1193,259794,5,2.7,805,21581,1.5,0,0,4,6,778,27,2008,0,98001,47.912043,0.0,822,24024,20230417T000000
1194,397967,3,1.4,300,11047,2.0,0,2,1,9,274,26,1910,0,98004,47.410437,0.0,257,12963,20231220T000000
1195,111050,4,1.1,2576,30929,2.0,0,4,1,5,2451,125,1959,0,98002,47.89959,0.0,2517,24990,20231008T000000
1196,416071,5,1.2,1563,29652,1.5,0,2,1,8,1557,6,1967,0,98003,47.305053,0.0,1393,34752,20231118T000000
1197,347054,3,3.5,4341,6084,1.5,0,3,4,6,3190,1151,1960,0,98002,47.603497,0.0,3708,6393,20231102T000000
1198,432873,4,1.4,1204,15697,2.0,0,3,1,8,976,228,1989,1998,98002,47.371494,0.0,1306,17759,20231121T000000
1199,383587,1,1.1,1262,8493,2.5,0,1,1,7,1188,74,2009,2022,98002,47.723913,0.0,1326,8631,20231130T000000
1200,554621,4,2.3,1547,11733,2.0,0,1,3,8,1122,425,1904,0,98002,47.404353,0.0,1545,11876,20230305T000000
1201,368783,6,3.5,2194,35024,2.0,0,2,1,8,1891,303,1935,1971,98005,47.558174,0.0,2126,40593,20231011T000000
1202,285589,5,1.8,1623,11924,1.5,0,0,1,6,1554,69,1996,0,98001,47.369892,0.0,1507,11959,20230922T000000
1203,368344,2,2.3,2489,18602,1.5,0,0,5,8,1756,733,1963,0,98003,47.687445,0.0,2078,18392,20230106T000000
1204,431494,1,1.1,1217,20413,2.5,0,4,4,7,1194,23,1977,0,98003,47.36885,0.0,1119,21296,20230617T000000
